19,3,0,0,0,0,0,0,0,0
24,3,0,0,0,0,0,0,0,0
4,2,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,1
38,2,0,0,0,0,0,0,0,1
5,2,0,0,0,0,0,0,0,1
46,2,0,0,0,0,0,0,0,1
4,5,0,0,0,0,0,0,1,1
20,2,0,0,0,0,0,0,0,0
51,2,1,1,0,0,0,0,0,1
33,1,0,0,0,0,0,0,0,0
58,4,0,1,0,0,0,0,1,1
62,1,1,1,0,0,0,0,0,0
62,1,0,0,0,0,0,0,0,1
38,4,0,0,0,0,0,0,0,1
73,4,0,1,0,0,0,0,0,0
48,1,0,0,0,0,0,0,0,1
52,4,0,0,0,0,0,0,0,0
64,1,1,1,0,0,0,0,0,1
1,3,0,0,0,0,0,0,0,0
33,6,0,0,0,0,0,0,0,0
44,5,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0
69,5,1,1,0,0,0,0,0,0
16,2,0,0,0,0,1,0,0,0
8,1,0,0,0,0,0,0,0,1
7,4,0,0,0,0,0,0,0,0
51,4,0,0,0,0,0,0,0,0
29,3,0,0,0,0,0,0,0,0
59,5,0,0,0,0,0,0,0,1
8,5,0,0,0,0,0,0,0,0
24,3,0,0,0,0,0,0,0,1
17,2,0,0,0,0,0,0,0,1
27,4,0,0,0,0,0,0,0,0
37,3,0,0,0,0,0,0,0,1
24,4,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,0
25,5,0,0,0,0,0,0,0,0
48,4,0,0,0,0,0,0,1,1
75,2,0,1,0,0,0,0,0,1
57,4,0,0,0,0,0,0,0,0
78,5,0,1,0,0,0,0,0,0
41,2,0,1,0,0,0,0,0,0
95,1,0,1,0,0,0,0,0,1
15,4,0,0,0,0,0,0,0,0
25,5,0,0,0,0,0,0,0,1
0,3,0,0,0,0,0,0,0,0
34,1,0,0,0,0,0,0,0,1
68,4,0,0,0,0,0,0,0,0
37,1,0,0,0,0,0,0,0,0
25,2,0,0,0,0,0,0,0,1
44,5,0,0,0,0,0,0,0,0
58,2,0,0,0,0,0,0,0,1
50,2,0,1,0,1,0,0,0,1
1,5,0,0,0,0,0,0,0,1
67,3,0,0,0,0,0,0,0,1
38,3,0,0,0,0,0,0,0,1
79,4,0,0,0,0,0,0,0,1
61,5,1,1,0,1,0,1,0,0
72,3,1,1,0,0,0,0,0,1
63,1,0,1,0,0,0,0,0,1
29,1,0,0,0,0,0,0,1,1
35,4,0,0,0,0,0,0,0,1
50,2,0,0,0,0,0,0,0,1
11,1,0,0,0,0,0,0,0,1
28,1,0,0,0,0,0,0,0,1
77,3,0,1,0,0,0,0,0,0
45,2,0,1,0,0,0,0,0,0
75,5,0,0,0,0,0,0,0,0
40,3,0,0,0,0,0,1,0,1
43,4,0,0,0,0,0,0,0,0
69,5,1,1,0,0,0,0,0,1
35,3,0,1,0,0,0,0,0,0
28,1,0,0,0,0,0,0,0,0
67,2,0,1,0,1,0,0,0,1
50,4,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,0,0,1
29,1,0,0,0,0,0,0,0,1
23,2,0,0,0,0,0,0,1,1
41,2,1,1,0,0,0,0,1,1
58,2,0,0,0,0,0,0,0,1
52,4,0,0,0,0,0,0,0,0
24,1,0,0,0,0,0,0,0,0
13,1,0,0,0,0,0,0,0,0
54,4,0,0,0,0,0,0,0,1
80,3,1,0,0,0,0,0,0,0
39,2,0,1,0,0,0,0,0,0
58,4,1,1,0,0,0,0,0,1
61,5,0,0,0,1,0,0,0,0
78,1,1,0,0,0,0,0,0,0
64,4,0,1,0,0,0,0,0,0
37,5,0,0,0,0,0,0,0,1
0,3,0,0,0,0,0,0,0,0
55,2,1,1,0,1,0,0,0,0
30,3,0,0,0,0,0,0,0,1
54,4,0,0,0,0,0,0,0,1
54,5,1,1,0,0,0,0,0,1
60,4,0,0,0,0,0,0,0,1
42,4,0,1,0,1,0,1,0,0
23,5,0,0,0,0,0,0,0,0
69,4,0,0,0,0,0,0,0,0
34,1,0,0,0,0,1,0,0,1
1,4,0,0,0,0,0,0,0,1
21,3,0,0,0,0,0,0,0,1
9,2,0,0,0,0,0,0,0,1
52,2,0,0,0,0,0,0,0,0
55,2,0,0,0,0,0,0,0,0
54,4,1,0,0,0,0,0,0,1
65,3,1,0,0,0,0,0,0,1
46,5,0,0,0,0,0,0,0,0
5,2,0,0,0,0,0,0,0,1
15,2,0,0,0,0,0,0,0,1
27,5,0,0,0,0,0,0,0,1
69,5,0,0,0,0,0,0,0,0
41,5,0,0,0,0,0,0,0,1
35,4,0,0,0,0,0,0,0,1
63,1,0,0,0,1,0,0,0,1
46,5,0,0,0,0,0,1,0,0
53,1,0,1,0,0,0,0,0,1
50,5,0,1,0,0,0,0,1,0
36,3,0,0,0,0,0,0,0,0
63,4,0,1,0,0,0,0,0,0
22,4,0,0,0,0,0,0,0,0
27,3,0,0,0,0,0,0,0,1
69,4,0,0,0,0,0,0,0,0
36,3,0,0,0,0,0,0,0,1
62,3,0,1,0,0,0,0,0,0
70,4,0,0,0,0,0,0,0,0
29,3,0,0,0,0,0,0,0,1
62,3,0,1,0,0,0,0,0,0
50,2,0,0,0,0,0,0,0,1
46,1,0,0,0,0,0,0,0,0
15,1,0,0,0,0,0,0,0,1
38,4,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,1
54,2,0,1,0,1,0,0,0,1
18,5,0,0,0,0,0,0,1,1
14,4,0,0,0,0,0,0,0,0
34,2,0,0,0,0,0,0,0,1
30,2,0,1,0,0,0,0,1,1
3,3,0,0,0,0,0,0,0,1
32,4,0,0,0,0,0,0,0,1
17,3,0,0,0,0,0,0,1,0
76,3,1,1,0,0,0,0,0,1
9,1,0,0,0,0,0,0,0,1
59,4,0,0,0,0,0,0,0,1
9,3,0,0,0,0,0,0,0,0
23,4,1,0,0,0,0,0,0,0
28,3,0,0,0,0,0,0,0,0
78,2,0,0,0,0,0,0,0,1
62,3,1,1,0,1,0,0,0,1
8,5,0,0,0,0,0,0,0,1
69,3,1,1,0,0,0,0,0,1
43,5,1,0,0,0,0,0,0,1
30,5,0,0,0,1,0,0,1,1
7,3,0,0,0,0,0,0,0,1
34,2,0,0,0,0,0,0,0,1
18,4,0,0,0,0,0,0,1,1
58,3,0,0,0,1,0,0,0,1
16,1,0,0,0,0,0,0,0,0
44,2,0,0,0,0,0,0,0,1
36,5,0,0,0,0,0,0,1,1
35,5,0,0,0,0,0,0,0,0
31,5,0,1,0,0,0,0,0,0
59,4,0,1,0,1,0,0,0,1
61,3,0,1,0,0,0,0,0,0
63,5,0,0,0,0,0,0,0,0
28,2,0,0,0,0,0,0,0,0
48,2,1,1,0,0,0,0,0,1
52,3,0,0,0,0,0,0,0,1
54,2,0,0,0,0,0,0,0,0
3,4,0,0,0,0,0,0,1,0
62,2,0,0,0,0,0,0,0,1
79,3,1,1,0,0,0,0,0,1
52,5,0,0,0,0,0,0,0,1
30,4,0,0,0,0,0,0,0,0
33,5,0,0,0,0,0,0,0,0
9,2,0,0,0,0,0,0,0,1
19,5,0,0,0,0,0,0,0,0
27,5,0,0,0,0,0,0,0,1
19,2,0,0,0,0,0,0,0,0
20,5,0,0,0,0,0,0,0,0
38,5,0,0,0,0,0,0,0,1
62,3,0,0,0,0,0,0,0,1
22,5,0,0,0,0,0,0,0,1
48,1,0,0,0,0,0,0,0,1
69,1,0,1,0,0,0,0,0,0
37,1,0,0,0,0,0,0,0,1
24,3,0,0,0,0,0,0,0,1
32,5,0,0,0,0,0,0,0,1
13,1,0,0,0,0,0,0,0,1
0,1,0,0,0,0,0,0,0,1
38,3,0,0,0,0,0,0,1,1
6,4,0,0,0,0,0,0,0,0
58,1,0,0,0,0,0,0,0,2
1,3,0,0,0,0,0,0,0,1
59,3,1,1,0,0,1,0,0,1
38,5,0,0,0,0,0,0,0,1
26,4,0,0,0,0,0,0,0,1
32,4,0,0,0,0,0,0,0,1
